         352011 function calls (346452 primitive calls) in 9.502 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      394    0.001    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:927(set_label)
     1462    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1725(__init__)
       24    0.000    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:797(cla)
       16    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
       16    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
      332    0.002    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:162(connect)
      320    0.000    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:734(<listcomp>)
       20    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      232    0.001    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:855(update_from_path)
      172    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\stride_tricks.py:198(broadcast_arrays)
      950    0.004    0.000    0.004    0.000 {built-in method numpy.core.multiarray.dot}
      320    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2449(<listcomp>)
      516    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\re.py:271(_compile)
      430    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1870(__init__)
      320    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:350(xmax)
      554    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3101(get_xlim)
      320    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:736(<listcomp>)
      320    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:735(<listcomp>)
        1    0.000    0.000    0.004    0.004 C:\Program Files\Python37\lib\site-packages\PIL\BmpImagePlugin.py:27(<module>)
      144    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:309(minimum_fill_value)
     3312    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:83(__init__)
      146    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\colors.py:184(_to_rgba_no_colorcycle)
       16    0.004    0.000    0.004    0.000 {method 'draw_bitmap' of 'ImagingDraw' objects}
     1296    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:161(set_children)
      320    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:357(ymax)
      554    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3509(get_ylim)
     1287    0.004    0.000    0.004    0.000 {method 'copy' of 'numpy.ndarray' objects}
      144    0.004    0.000    0.004    0.000 {rectangle}
      234    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:947(intervalx)
       16    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\polynomial.py:393(polyfit)
      320    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:343(ymin)
      640    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2103(transform)
      288    0.001    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:214(_recursive_fill_value)
      160    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2427(<listcomp>)
       40    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:57(APP)
      320    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2407(_iter_break_from_left_to_right)
      320    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2452(<listcomp>)
       72    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\image.py:249(changed)
      597    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1357(_to_unmasked_float_array)
      144    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:360(maximum_fill_value)
       12    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:229(set_clip_path)
      232    0.003    0.000    0.003    0.000 {built-in method matplotlib._path.update_path_extents}
      196    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1163(set_markerfacecoloralt)
      176    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\shape_base.py:555(column_stack)
       16    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:914(get_data)
      234    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:952(intervaly)
     1798    0.002    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:329(iterable)
      160    0.003    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2428(<listcomp>)
      448    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\contextlib.py:107(__enter__)
       64    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1889(_staircase)
     1124    0.002    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\getlimits.py:376(__new__)
      288    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:296(_scalar_fill_value)
      512    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\re.py:170(match)
      500    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
      768    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\__init__.py:1745(<genexpr>)
        4    0.000    0.000    0.003    0.001 C:\Program Files\Python37\lib\re.py:232(compile)
       72    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:236(hstack)
       72    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cm.py:395(changed)
        8    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:430(_getexif)
        8    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:451(_getexif)
        4    0.000    0.000    0.003    0.001 C:\Program Files\Python37\lib\sre_compile.py:759(compile)
      264    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2619(__init__)
      304    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:572(gcf)
     3703    0.002    0.000    0.003    0.000 {built-in method builtins.hasattr}
      896    0.002    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1981(_setattr_cm)
      160    0.002    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:4251(get_children)
     3512    0.003    0.000    0.003    0.000 {built-in method builtins.abs}
      468    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:775(limit_range_for_scale)
      260    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:698(_convert_units)
     7694    0.003    0.000    0.003    0.000 {function RcParams.__getitem__ at 0x000001C1588BFA60}
        2    0.000    0.000    0.003    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:946(_gen_axes_spines)
      196    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1044(set_linestyle)
       10    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:960(<genexpr>)
        8    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:485(linear_spine)
        1    0.000    0.000    0.003    0.003 C:\Program Files\Python37\lib\fractions.py:4(<module>)
      160    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:242(_getdefaults)
      224    0.001    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\colors.py:116(_is_nth_color)
       16    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
     1034    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:378(intervalx)
       28    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:342(_apply_params)
       28    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:356(load_read)
     1646    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:310(pchanged)
        9    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:406(figure)
       16    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
     3126    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.002    0.002 C:\Program Files\Python37\lib\site-packages\PIL\ImagePalette.py:19(<module>)
       72    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:283(<listcomp>)
      536    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1640(sanitize_sequence)
      266    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1025(__init__)
       12    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:41(__init__)
        8    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:237(show)
        8    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:3235(show)
     9067    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
      288    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numerictypes.py:759(__getitem__)
     9588    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:728(get_animated)
      588    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:204(process)
     1034    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:386(intervaly)
     1152    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:3350(dtype)
        8    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:36(__init__)
      448    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:916(<listcomp>)
       15    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:412(show)
       38    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:131(__init__)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:614(_get_gridline)
       72    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:3051(sci)
      336    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:627(set_figure)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        4    0.000    0.000    0.002    0.001 C:\Program Files\Python37\lib\sre_parse.py:919(parse)
       16    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:437(_fixup_dict)
      140    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:1008(set)
     15/4    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\sre_parse.py:417(_parse_sub)
      288    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:229(_get_dtype_of)
      332    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\weakref.py:44(__new__)
     17/4    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\sre_parse.py:475(_parse)
       16    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:2028(lstsq)
        1    0.000    0.000    0.002    0.002 C:\Program Files\Python37\lib\site-packages\PIL\GifImagePlugin.py:27(<module>)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:490(_get_gridline)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:464(_get_tick1line)
       16    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\PIL\JpegImagePlugin.py:448(<dictcomp>)
       72    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:1227(set_aspect)
      328    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:760(get_transform)
     5183    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      268    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:976(argmax)
      448    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\contextlib.py:116(__exit__)
      392    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1019(_split_drawstyle_linestyle)
      196    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:889(_update_property)
8020/7986    0.002    0.000    0.002    0.000 {built-in method builtins.len}
       48    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\_collections_abc.py:742(__iter__)
       72    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cm.py:192(__init__)
      196    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:620(set_data)
      326    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:325(set_transform)
      172    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\stride_tricks.py:179(_broadcast_shape)
      628    0.002    0.000    0.002    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     8640    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
     3674    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:977(get_points)
       29    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.002    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:3210(new_figure_manager)
        8    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:164(register_axis)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:600(_get_tick2line)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:585(_get_tick1line)
       15    0.000    0.000    0.002    0.000 {built-in method _warnings.warn}
       32    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\PIL\TiffImagePlugin.py:927(__getitem__)
      288    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:49(_wrapfunc)
     1375    0.002    0.000    0.002    0.000 {built-in method builtins.max}
       72    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\image.py:238(set_alpha)
       94    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:180(update)
      792    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:909(clean)
      160    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3045(get_xbound)
      288    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:3664(filled)
     5992    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:197(axes)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\logging\__init__.py:2082(_showwarning)
      152    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.zeros}
       38    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:575(__init__)
        8    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:176(cla)
      372    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      160    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3453(get_ybound)
      328    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\scale.py:77(get_transform)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:475(_get_tick2line)
     2006    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:280(__init__)
     1280    0.001    0.000    0.001    0.000 {built-in method numpy.core.umath.seterrobj}
      641    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.result_type}
        9    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\genericpath.py:27(isfile)
      476    0.001    0.000    0.001    0.000 {built-in method builtins.all}
        4    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2899(tick_params)
       84    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:836(set_alpha)
       32    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1870(_validate_steps)
      196    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1002(set_linewidth)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:15(formatwarning)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:35(_formatwarnmsg_impl)
       16    0.001    0.000    0.001    0.000 {method 'read' of '_io.FileIO' objects}
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:82(updatecache)
      426    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:58(_scale_dashes)
  640/320    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2413(depth)
      144    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\path.py:665(unit_regular_star)
     4196    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       64    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\PIL\TiffImagePlugin.py:541(_setitem)
      640    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numeric.py:2887(__init__)
      289    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numerictypes.py:565(obj2sctype)
     2083    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\common.py:206(find_files)
      196    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:703(set_transform)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\glob.py:9(glob)
  407/308    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\abc.py:141(__subclasscheck__)
        9    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\glob.py:39(_iglob)
       34    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:285(_set_facecolor)
       72    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numerictypes.py:687(issubdtype)
        9    0.001    0.000    0.001    0.000 {built-in method nt.scandir}
      788    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:962(<listcomp>)
      288    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\ma\core.py:3565(_get_data)
      523    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_subplots.py:123(update_params)
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\gridspec.py:478(get_position)
      160    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3030(xaxis_inverted)
       72    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:1301(set_adjustable)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\glob.py:79(_glob1)
      268    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     2560    0.001    0.000    0.001    0.000 {built-in method numpy.core.umath.geterrobj}
  407/308    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      160    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3438(yaxis_inverted)
      196    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1299(set_dash_capstyle)
      160    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:167(__call__)
      394    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3276(get_xscale)
      196    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1135(set_markeredgewidth)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\PIL\PngImagePlugin.py:34(<module>)
      320    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:261(<genexpr>)
      196    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:269(set_fillstyle)
      320    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1291(_iter_break_from_left_to_right)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:431(_get_text1)
      855    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFED85F6D30}
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:555(_get_text1)
      234    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2502(get_minpos)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
      160    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:272(_setdefaults)
        4    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:636(__init__)
        4    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\sre_compile.py:598(_code)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\PIL\TiffTags.py:20(<module>)
     1988    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      234    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2117(get_minpos)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:448(_get_text2)
      468    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1516(have_units)
       17    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:182(vstack)
      172    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1348(is_math_text)
      308    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:150(current_key_axes)
       72    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\image.py:868(get_extent)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        8    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\PIL\ImageFile.py:262(load_prepare)
       24    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\shape_base.py:646(<listcomp>)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:570(_get_text2)
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1820(_get_label)
       22    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:292(set_facecolor)
      208    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1190(set_xdata)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\fnmatch.py:48(filter)
        1    0.000    0.000    0.001    0.001 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\calibration.py:86(load_calib)
        8    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.new}
     4328    0.001    0.000    0.001    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
      144    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numerictypes.py:619(issubclass_)
      664    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\line.py:27(__init__)
      304    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\_pylab_helpers.py:101(get_active)
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\gridspec.py:91(get_grid_positions)
       72    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:2033(add)
      196    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1254(set_dash_joinstyle)
      534    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\sre_parse.py:254(get)
       72    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:1764(_sci)
        8    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
