         10032344 function calls (9987505 primitive calls) in 661.169 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2538    0.017    0.000    0.046    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\shape_base.py:555(column_stack)
    50537    0.043    0.000    0.044    0.000 {built-in method _abc._abc_instancecheck}
    10088    0.009    0.000    0.043    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2103(transform)
     2522    0.006    0.000    0.043    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:234(<listcomp>)
153551/153522    0.043    0.000    0.043    0.000 {built-in method builtins.len}
    17658    0.034    0.000    0.042    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\getlimits.py:376(__new__)
    15346    0.024    0.000    0.041    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1725(__init__)
        2    0.000    0.000    0.041    0.021 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:1216(add_subplot)
     5044    0.010    0.000    0.041    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:357(ymax)
     1261    0.007    0.000    0.041    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:229(print_status)
        2    0.000    0.000    0.041    0.020 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_subplots.py:18(__init__)
     2522    0.025    0.000    0.041    0.000 C:\Program Files\Python37\lib\site-packages\PIL\ImageDraw.py:49(__init__)
     5044    0.009    0.000    0.040    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:343(ymin)
        2    0.000    0.000    0.040    0.020 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:417(__init__)
     7568    0.027    0.000    0.040    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3101(get_xlim)
     2522    0.017    0.000    0.040    0.000 C:\Program Files\Python37\lib\ntpath.py:75(join)
     1261    0.020    0.000    0.038    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\line.py:434(measure_curvature_real)
     5044    0.025    0.000    0.037    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:63(atleast_2d)
     5044    0.013    0.000    0.037    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2452(<listcomp>)
     2522    0.006    0.000    0.037    0.000 {method 'sum' of 'numpy.ndarray' objects}
     7568    0.025    0.000    0.037    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3509(get_ylim)
     2554    0.008    0.000    0.037    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2619(__init__)
        5    0.000    0.000    0.036    0.007 C:\Program Files\Python37\lib\subprocess.py:650(__init__)
     7577    0.036    0.000    0.036    0.000 {method 'format' of 'str' objects}
     2521    0.013    0.000    0.036    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:153(format_interval)
        5    0.000    0.000    0.035    0.007 C:\Program Files\Python37\lib\subprocess.py:1101(_execute_child)
     8827    0.034    0.000    0.034    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\color.py:22(__init__)
        5    0.034    0.007    0.034    0.007 {built-in method _winapi.CreateProcess}
    52981    0.034    0.000    0.034    0.000 {built-in method builtins.abs}
    12614    0.011    0.000    0.034    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\__init__.py:1424(is_interactive)
     1261    0.004    0.000    0.033    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:223(fp_write)
     2524    0.012    0.000    0.032    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:947(intervalx)
    24002    0.032    0.000    0.032    0.000 {built-in method builtins.max}
     1265    0.002    0.000    0.031    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:108(__exit__)
     2522    0.008    0.000    0.031    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\decorators.py:85(<listcomp>)
     2522    0.002    0.000    0.031    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\_methods.py:34(_sum)
     6308    0.023    0.000    0.031    0.000 C:\Program Files\Python37\lib\ntpath.py:122(splitdrive)
     2558    0.012    0.000    0.031    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1044(set_linestyle)
     2558    0.005    0.000    0.030    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1163(set_markerfacecoloralt)
     1264    0.002    0.000    0.029    0.000 C:\Program Files\Python37\lib\ntpath.py:212(basename)
     1265    0.006    0.000    0.029    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:101(release)
        2    0.000    0.000    0.029    0.015 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:963(cla)
    15134    0.023    0.000    0.029    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:378(intervalx)
    12737    0.029    0.000    0.029    0.000 {method 'copy' of 'numpy.ndarray' objects}
     7566    0.006    0.000    0.028    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\__init__.py:1745(<genexpr>)
    20262    0.017    0.000    0.027    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:329(iterable)
     2524    0.011    0.000    0.027    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:952(intervaly)
     1264    0.013    0.000    0.027    0.000 C:\Program Files\Python37\lib\ntpath.py:178(split)
     7676    0.027    0.000    0.027    0.000 {built-in method numpy.core.multiarray.dot}
     5052    0.007    0.000    0.027    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:760(get_transform)
     2522    0.010    0.000    0.026    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:242(_getdefaults)
     5116    0.013    0.000    0.025    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:247(_recache)
    72502    0.025    0.000    0.025    0.000 {function RcParams.__getitem__ at 0x000001DB415CFA60}
     5048    0.010    0.000    0.025    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:775(limit_range_for_scale)
    22760    0.025    0.000    0.025    0.000 {built-in method builtins.min}
     1325    0.003    0.000    0.025    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:236(hstack)
     2522    0.025    0.000    0.025    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
     7610    0.010    0.000    0.025    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1357(_to_unmasked_float_array)
     2524    0.005    0.000    0.024    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\tools.py:63(cvsecs)
     1267    0.024    0.000    0.024    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    45554    0.023    0.000    0.023    0.000 {built-in method builtins.hasattr}
     2550    0.010    0.000    0.023    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:698(_convert_units)
    15134    0.018    0.000    0.023    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:386(intervaly)
    35458    0.023    0.000    0.023    0.000 {built-in method builtins.iter}
     2522    0.014    0.000    0.023    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:141(_commonType)
    10088    0.018    0.000    0.023    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1368(_check_1d)
    68263    0.022    0.000    0.022    0.000 {method 'get' of 'dict' objects}
     5116    0.013    0.000    0.022    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1019(_split_drawstyle_linestyle)
     1265    0.022    0.000    0.022    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
     5044    0.006    0.000    0.022    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1640(sanitize_sequence)
     2534    0.021    0.000    0.022    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\stride_tricks.py:179(_broadcast_shape)
     5072    0.006    0.000    0.022    0.000 {built-in method builtins.any}
     2522    0.004    0.000    0.021    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3045(get_xbound)
     1265    0.003    0.000    0.020    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:105(__enter__)
     5052    0.008    0.000    0.020    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\scale.py:77(get_transform)
     1261    0.014    0.000    0.020    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:553(_new)
    55494    0.020    0.000    0.020    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:977(get_points)
    10089    0.019    0.000    0.019    0.000 {built-in method numpy.core.multiarray.result_type}
    10096    0.015    0.000    0.019    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:909(clean)
     1261    0.010    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:430(_getdecoder)
     2558    0.007    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:620(set_data)
     2522    0.012    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:572(gcf)
     2576    0.006    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1870(__init__)
     2522    0.003    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3453(get_ybound)
     1262    0.005    0.000    0.018    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\_pylab_helpers.py:31(get_fig_manager)
    20176    0.017    0.000    0.017    0.000 {built-in method numpy.core.umath.seterrobj}
     1265    0.009    0.000    0.017    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:97(acquire)
     2525    0.013    0.000    0.017    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\tools.py:55(is_string)
     3884    0.017    0.000    0.017    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     2558    0.009    0.000    0.017    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1002(set_linewidth)
     12/8    0.000    0.000    0.017    0.002 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:666(__get__)
       12    0.000    0.000    0.017    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:72(__init__)
10088/5044    0.014    0.000    0.016    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2413(depth)
    63238    0.016    0.000    0.016    0.000 {method 'pop' of 'dict' objects}
    80074    0.016    0.000    0.016    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:728(get_animated)
     2522    0.014    0.000    0.015    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:167(__call__)
     2522    0.008    0.000    0.015    0.000 C:\Program Files\Python37\lib\site-packages\PIL\ImageDraw.py:101(_getink)
       16    0.000    0.000    0.015    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:840(set_tick_params)
    10088    0.011    0.000    0.014    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\numeric.py:2887(__init__)
     1261    0.002    0.000    0.014    0.000 C:\Program Files\Python37\lib\_collections_abc.py:657(get)
     1261    0.008    0.000    0.014    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:451(_getencoder)
     5044    0.007    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:108(_makearray)
     2558    0.005    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:703(set_transform)
     5096    0.011    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:204(process)
     2558    0.008    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1299(set_dash_capstyle)
        4    0.000    0.000    0.013    0.003 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2725(grid)
        8    0.000    0.000    0.013    0.002 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1418(grid)
     5044    0.007    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:261(<genexpr>)
     5150    0.007    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:58(_scale_dashes)
     5056    0.006    0.000    0.013    0.000 {built-in method builtins.all}
     1262    0.012    0.000    0.013    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\_pylab_helpers.py:111(set_active)
     1264    0.003    0.000    0.013    0.000 C:\Program Files\Python37\lib\ntpath.py:201(splitext)
     3783    0.009    0.000    0.012    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:809(load)
     5046    0.007    0.000    0.012    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3276(get_xscale)
     1261    0.007    0.000    0.012    0.000 C:\Program Files\Python37\lib\os.py:673(__getitem__)
     1262    0.004    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\pyplot.py:586(get_fignums)
     2522    0.003    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:552(transpose)
     2738    0.005    0.000    0.011    0.000 C:\Program Files\Python37\lib\contextlib.py:116(__exit__)
     2522    0.002    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3030(xaxis_inverted)
     5044    0.005    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1291(_iter_break_from_left_to_right)
    40352    0.011    0.000    0.011    0.000 {built-in method numpy.core.umath.geterrobj}
        4    0.000    0.000    0.011    0.003 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:923(set_clip_path)
     1261    0.011    0.000    0.011    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\line.py:458(get_offset)
     2522    0.002    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3438(yaxis_inverted)
    43914    0.011    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:197(axes)
     2558    0.005    0.000    0.011    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1135(set_markeredgewidth)
     2558    0.007    0.000    0.010    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:269(set_fillstyle)
     2534    0.006    0.000    0.010    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1348(is_math_text)
     2522    0.007    0.000    0.010    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:601(__del__)
     1325    0.002    0.000    0.009    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:283(<listcomp>)
     2522    0.009    0.000    0.009    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:529(__init__)
     2626    0.005    0.000    0.009    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:627(set_figure)
    25585    0.009    0.000    0.009    0.000 {method 'startswith' of 'str' objects}
     2574    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
     1264    0.005    0.000    0.009    0.000 C:\Program Files\Python37\lib\genericpath.py:117(_splitext)
        6    0.000    0.000    0.009    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2189(_get_tick)
    10112    0.009    0.000    0.009    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     5044    0.005    0.000    0.008    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:272(__array__)
     2558    0.005    0.000    0.008    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1254(set_dash_joinstyle)
        6    0.000    0.000    0.008    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1813(_get_tick)
     5072    0.006    0.000    0.008    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:338(get_transform)
     3783    0.006    0.000    0.008    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:2304(_check_size)
     2524    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2117(get_minpos)
        1    0.000    0.000    0.007    0.007 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_writer.py:66(__init__)
     2714    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\shape_base.py:11(atleast_1d)
     1402    0.007    0.000    0.007    0.000 {built-in method builtins.sorted}
    10092    0.007    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:763(get_scale)
     2558    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1315(set_solid_capstyle)
     2534    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\stride_tricks.py:250(<listcomp>)
     5046    0.005    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:3666(get_yscale)
     2616    0.003    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:325(set_transform)
     2524    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2502(get_minpos)
        1    0.000    0.000    0.007    0.007 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_reader.py:76(initialize)
        1    0.000    0.000    0.007    0.007 C:\Program Files\Python37\lib\site-packages\moviepy\audio\io\readers.py:68(initialize)
     2522    0.005    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\PIL\ImageDraw.py:251(_multiline_check)
     2558    0.004    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:979(set_drawstyle)
     2570    0.005    0.000    0.007    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1190(set_xdata)
     2522    0.006    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1753(get_label)
     1259    0.006    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_reader.py:107(skip_frames)
    10092    0.006    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:962(<listcomp>)
     5044    0.006    0.000    0.006    0.000 {method 'draw_ink' of 'ImagingDraw' objects}
     2570    0.005    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:30(_get_dash_pattern)
     1265    0.006    0.000    0.006    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     2558    0.004    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1270(set_solid_joinstyle)
     1261    0.006    0.000    0.006    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\sobel.py:11(__init__)
     5044    0.006    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1372(get_major_locator)
     2558    0.004    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1177(set_markersize)
     2522    0.006    0.000    0.006    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     7684    0.006    0.000    0.006    0.000 {built-in method __new__ of type object at 0x00007FFED85F6D30}
     7566    0.004    0.000    0.006    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:126(_realType)
     2522    0.006    0.000    0.006    0.000 {built-in method numpy.core.multiarray.empty}
     2522    0.005    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\_pylab_helpers.py:101(get_active)
        1    0.000    0.000    0.005    0.005 <decorator-gen-41>:1(iter_frames)
        1    0.000    0.000    0.005    0.005 <decorator-gen-40>:1(iter_frames)
     2558    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:956(set_antialiased)
        1    0.000    0.000    0.005    0.005 C:\Program Files\Python37\lib\site-packages\moviepy\Clip.py:444(iter_frames)
     2526    0.005    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:150(current_key_axes)
     2522    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:226(_assertNoEmpty2d)
     2628    0.003    0.000    0.005    0.000 <string>:1(__new__)
     1261    0.005    0.000    0.005    0.000 {built-in method PIL._imaging.raw_decoder}
     6305    0.005    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\PIL\Image.py:549(size)
        2    0.000    0.000    0.005    0.003 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:588(_init_axis)
     3783    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\PIL\_util.py:7(isStringType)
     1261    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\os.py:743(encodekey)
    17929    0.005    0.000    0.005    0.000 {method 'lower' of 'str' objects}
     2522    0.005    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:103(get_linalg_error_extobj)
       32    0.000    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:766(_set_scale)
        1    0.000    0.000    0.005    0.005 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:443(__new__)
     7566    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:113(isComplexType)
     1265    0.005    0.000    0.005    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     6303    0.005    0.000    0.005    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.005    0.005 C:\Program Files\Python37\lib\site-packages\tqdm\_monitor.py:32(__init__)
       32    0.000    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\scale.py:63(set_default_locators_and_formatters)
     5046    0.005    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:969(minposx)
     2570    0.003    0.000    0.005    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1202(set_ydata)
        1    0.000    0.000    0.005    0.005 C:\Program Files\Python37\lib\threading.py:829(start)
     2522    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\PIL\_util.py:10(isPath)
        1    0.000    0.000    0.004    0.004 C:\Program Files\Python37\lib\threading.py:534(wait)
        6    0.004    0.001    0.004    0.001 {method 'acquire' of '_thread.lock' objects}
    23048    0.004    0.000    0.004    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.004    0.004 C:\Program Files\Python37\lib\threading.py:264(wait)
    10112    0.004    0.000    0.004    0.000 {method 'setdefault' of 'dict' objects}
       24    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:797(cla)
     2558    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:968(set_color)
       12    0.000    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:229(set_clip_path)
     7602    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\stride_tricks.py:254(<genexpr>)
     5048    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1516(have_units)
     5180    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:205(axes)
    12621    0.004    0.000    0.004    0.000 {built-in method nt.fspath}
     2738    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1986(<listcomp>)
     2520    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:194(ema)
     6310    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
     5068    0.004    0.000    0.004    0.000 {method 'count' of 'str' objects}
     2558    0.002    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:1120(set_markeredgecolor)
     1261    0.003    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\twodim_base.py:86(flipud)
     5046    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:973(minposy)
     3783    0.004    0.000    0.004    0.000 {method 'pixel_access' of 'ImagingCore' objects}
    10096    0.004    0.000    0.004    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:912(<listcomp>)
        4    0.000    0.000    0.003    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:701(__init__)
     3782    0.003    0.000    0.003    0.000 {built-in method time.time}
       92    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\re.py:271(_compile)
       28    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:342(_apply_params)
       32    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:2527(__init__)
        2    0.000    0.000    0.003    0.002 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:946(_gen_axes_spines)
       10    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:960(<genexpr>)
       32    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1821(__init__)
        8    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:485(linear_spine)
       64    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1897(set_params)
        6    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\sre_compile.py:759(compile)
     3794    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
    10088    0.003    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\path.py:203(vertices)
     2364    0.003    0.000    0.003    0.000 {built-in method builtins.chr}
       12    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:41(__init__)
     1261    0.003    0.000    0.003    0.000 {method 'setimage' of 'ImagingDecoder' objects}
      140    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:1008(set)
    12616    0.003    0.000    0.003    0.000 {built-in method builtins.issubclass}
        8    0.000    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:36(__init__)
     2522    0.003    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:194(_assertRank2)
    10092    0.003    0.000    0.003    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\scale.py:42(limit_range_for_scale)
     1261    0.003    0.000    0.003    0.000 {built-in method PIL._imaging.raw_encoder}
     1269    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
       38    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:131(__init__)
     5044    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2443(<listcomp>)
     2522    0.002    0.000    0.002    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     2522    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.promote_types}
    15132    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1304(depth)
     5044    0.002    0.000    0.002    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     7689    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
     2522    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.draw}
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:490(_get_gridline)
     7566    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:352(<genexpr>)
