         10032344 function calls (9987505 primitive calls) in 661.169 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2522    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\decorators.py:87(<dictcomp>)
     7588    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2099(get_matrix)
     2522    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2313(get_matrix)
       94    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:180(update)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:464(_get_tick1line)
        4    0.000    0.000    0.002    0.001 C:\Program Files\Python37\lib\re.py:215(findall)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:614(_get_gridline)
     1261    0.002    0.000    0.002    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:600(_get_tick2line)
     5044    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:222(_isEmpty2d)
        4    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2899(tick_params)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:585(_get_tick1line)
     5583    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
     1264    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\ntpath.py:34(_get_bothseps)
     2522    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:272(_setdefaults)
       38    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:575(__init__)
     2558    0.002    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\lines.py:526(set_markevery)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\sre_parse.py:919(parse)
     1261    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\os.py:737(check_str)
       80    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\colors.py:150(to_rgba)
     13/6    0.000    0.000    0.002    0.000 C:\Program Files\Python37\lib\sre_parse.py:417(_parse_sub)
     15/6    0.001    0.000    0.002    0.000 C:\Program Files\Python37\lib\sre_parse.py:475(_parse)
       64    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1889(_staircase)
     2526    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1705(_get_is_affine)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:475(_get_tick2line)
        2    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:3210(new_figure_manager)
        8    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:176(cla)
        8    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:164(register_axis)
       34    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:285(_set_facecolor)
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2195(use_sticky_edges)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:555(_get_text1)
        8    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\re.py:180(search)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\sre_compile.py:598(_code)
        2    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_reader.py:187(close)
        2    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:280(__init__)
     2562    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     2534    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:335(_set_nothing)
       32    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:1870(_validate_steps)
     2522    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.001    0.001 {built-in method _warnings.warn}
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:570(_get_text2)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\logging\__init__.py:2082(_showwarning)
     1261    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:923(get_label)
     2528    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:1072(mouseover)
     5044    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2123(get_affine)
        5    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
     26/6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\sre_compile.py:71(_compile)
        4    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:636(__init__)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:431(_get_text1)
       22    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:292(set_facecolor)
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\path.py:255(should_simplify)
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:751(get_clip_path)
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\path.py:217(codes)
     2534    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1589(<lambda>)
     2528    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:318(is_transform_set)
       12    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:389(set_fill)
     2559    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1731(<listcomp>)
        5    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\subprocess.py:485(list2cmdline)
     1269    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\path.py:236(simplify_threshold)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:15(formatwarning)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:689(__init__)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\warnings.py:35(_formatwarnmsg_impl)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\calibration.py:86(load_calib)
        6    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:448(_get_text2)
       20    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\cycler.py:349(by_key)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python37\lib\linecache.py:82(updatecache)
        5    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\subprocess.py:1007(_get_handles)
       54    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\subprocess.py:202(Close)
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\numpy\linalg\linalg.py:132(_linalgRealType)
     1261    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
     1264    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\calibration.py:34(load_calib_file)
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_subplots.py:123(update_params)
       34    0.001    0.000    0.001    0.000 {built-in method _winapi.CloseHandle}
     2522    0.001    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:1736(<listcomp>)
       12    0.001    0.000    0.001    0.000 {built-in method io.open}
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\gridspec.py:478(get_position)
        2    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:930(_gen_axes_patch)
        1    0.000    0.000    0.001    0.001 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\calibration.py:22(loc_load_calib_file)
       26    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2027(scale)
       80    0.000    0.000    0.001    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\colors.py:116(_is_nth_color)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:598(set_figure)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_reader.py:319(get_tbr)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:259(_set_edgecolor)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1820(_get_label)
    56/48    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:436(get_spine_transform)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_utils.py:180(_environ_cols_windows)
       80    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\re.py:170(match)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_compile.py:276(_optimize_charset)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\subprocess.py:1302(terminate)
    81/11    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\abc.py:141(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2196(_get_label)
    81/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\gridspec.py:91(get_grid_positions)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:274(set_edgecolor)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\ticker.py:493(__init__)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1533(set_units)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\audio\io\readers.py:145(close_proc)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\lib\function_base.py:1079(diff)
        4    0.000    0.000    0.000    0.000 {built-in method _winapi.TerminateProcess}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1838(_get_offset_text)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_compile.py:536(_compile_info)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:742(set_weight)
    64/48    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:158(_ensure_position_is_set)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:537(_get_text2_transform)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:1121(close)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:817(_update_transScale)
        1    0.000    0.000    0.000    0.000 C:\Data\Nano\projects\01_repositories\CarND-Advanced-Lane-Lines\test_images.py:270(getPerspectiveTransform)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:778(set_size)
    58/30    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:737(get_yaxis_transform)
       10    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        2    0.000    0.000    0.000    0.000 {getPerspectiveTransform}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\logging\__init__.py:1385(warning)
    58/30    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:657(get_xaxis_transform)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:789(get_yaxis_text2_transform)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:392(set_position)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:2216(_get_offset_text)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:618(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\logging\__init__.py:1496(_log)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1603(set_major_locator)
       60    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:335(_set_artist_props)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\video\io\ffmpeg_reader.py:294(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2330(blended_transform_factory)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:1138(_set_title_offset_trans)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:411(_get_text1_transform)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\tokenize.py:443(open)
      161    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:164(__getitem__)
    33/13    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:174(getwidth)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:682(get_xaxis_text1_transform)
      102    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:254(get)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:753(_set_tickleft)
       26    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2720(__init__)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1571(set_major_formatter)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:871(_translate_tick_kw)
        2    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:773(_set_tickdown)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\getlimits.py:409(_init)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:534(_get_text1_transform)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\copy.py:66(copy)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2263(__init__)
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:958(set_color)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:473(_decr_instances)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\logging\__init__.py:1481(makeRecord)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.load}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:3220(new_figure_manager_given_figure)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:759(_set_tickright)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:762(get_yaxis_text1_transform)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\logging\__init__.py:293(__init__)
      130    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:233(__next)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1685(set)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:2134(mpl_connect)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\markers.py:767(_set_tickup)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:414(_get_text2_transform)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\subprocess.py:859(_get_devnull)
      220    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\cycler.py:227(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1587(set_minor_formatter)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:760(set_stretch)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:1619(set_minor_locator)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:337(set_linewidth)
       36    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:947(set_zorder)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:710(get_xaxis_text2_transform)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:820(reset_ticks)
        7    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:96(closegroup)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:355(set_linestyle)
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:1231(set_usetex)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:204(update)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\Clip.py:59(copy)
        5    0.000    0.000    0.000    0.000 {built-in method nt.open}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\function_base.py:25(linspace)
       82    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:173(__init__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\backend_bases.py:1615(__init__)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:629(update_position)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1637(__init__)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:506(update_position)
       15    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\subprocess.py:1079(_make_inheritable)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_monitor.py:50(exit)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\gridspec.py:288(get_subplot_params)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:36(_wrapit)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:708(set_family)
       22    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_compile.py:249(_compile_charset)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:2092(cumsum)
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\patches.py:411(set_capstyle)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\ctypes\__init__.py:47(create_string_buffer)
       32    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\scale.py:555(scale_factory)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1648(_init)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\tools.py:24(verbose_print)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\tokenize.py:350(detect_encoding)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:809(from_bounds)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\moviepy\tools.py:14(sys_write_flush)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:417(apply_tickdir)
       36    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\cbook\__init__.py:142(__init__)
       70    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:249(match)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axis.py:540(apply_tickdir)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\_weakrefset.py:58(__iter__)
      8/6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:2385(_invalidate_internal)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\enum.py:815(__and__)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:1009(get_default_size)
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:1163(set_verticalalignment)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       72    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:895(_normalize_font_family)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:721(set_style)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:240(_update_this)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:827(copy)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\threading.py:758(__init__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:1578(clf)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\projections\__init__.py:63(process_projection_requirements)
       40    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\cycler.py:371(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\axes\_base.py:2690(set_axisbelow)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\subprocess.py:844(__del__)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\subprocess.py:1088(_filter_handle_list)
        8    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:974(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\threading.py:1000(join)
       45    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:286(tell)
       38    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:246(set_rotation_mode)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\genericpath.py:27(isfile)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\artist.py:848(set_visible)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\getlimits.py:71(<lambda>)
        4    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\tokenize.py:374(read_or_stop)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:120(add)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\spines.py:318(_calc_offset_transform)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      9/6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_compile.py:461(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:507(set_constrained_layout)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\figure.py:1814(_set_artist_props)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\logging\__init__.py:1451(findCaller)
        4    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:2803(round_)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\font_manager.py:732(set_variant)
       16    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1802(_get_is_separable)
       51    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\numpy\core\fromnumeric.py:2734(around)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\transforms.py:1668(_set)
       57    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\matplotlib\text.py:539(set_clip_box)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python37\lib\site-packages\tqdm\_tqdm.py:466(_get_free_pos)
       15    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
